name	url
chlorfenson	http://www.bcpcpesticidecompendium.org/chlorfenson.html
chlorfensulphide	http://www.bcpcpesticidecompendium.org/chlorfensulphide.html
chlorfenvinphos	http://www.bcpcpesticidecompendium.org/chlorfenvinphos.html
chlorfenvinphos-methyl	http://www.bcpcpesticidecompendium.org/dimethylvinphos.html
chlorfluazuron	http://www.bcpcpesticidecompendium.org/chlorfluazuron.html
chlorflurazole	http://www.bcpcpesticidecompendium.org/chlorflurazole.html
chlorflurecol	http://www.bcpcpesticidecompendium.org/chlorflurenol.html
chlorfluren	http://www.bcpcpesticidecompendium.org/chlorfluren.html
chlorflurenol	http://www.bcpcpesticidecompendium.org/chlorflurenol.html
chloridazon	http://www.bcpcpesticidecompendium.org/chloridazon.html
chlorimuron	http://www.bcpcpesticidecompendium.org/chlorimuron.html
chlorinate	http://www.bcpcpesticidecompendium.org/barban.html
chlormephos	http://www.bcpcpesticidecompendium.org/chlormephos.html
chlormequat	http://www.bcpcpesticidecompendium.org/chlormequat.html
chlormesulone	http://www.bcpcpesticidecompendium.org/sulcotrione.html
chlormethoxynil	http://www.bcpcpesticidecompendium.org/chlomethoxyfen.html
chlornidine	http://www.bcpcpesticidecompendium.org/chlornidine.html
chlornitrofen	http://www.bcpcpesticidecompendium.org/chlornitrofen.html
chloroacetic acid	http://www.bcpcpesticidecompendium.org/chloroacetic%20acid.html
chlorobenzilate	http://www.bcpcpesticidecompendium.org/chlorobenzilate.html
chlorodinitronaphthalenes	http://www.bcpcpesticidecompendium.org/chlorodinitronaphthalenes.html
chlorofénizon	http://www.bcpcpesticidecompendium.org/chlorfenson.html
chloroform	http://www.bcpcpesticidecompendium.org/chloroform.html
α-chlorohydrin	http://www.bcpcpesticidecompendium.org/a-chlorohydrin.html
chloroinconazide	http://www.bcpcpesticidecompendium.org/chloroinconazide.html
chloromebuform	http://www.bcpcpesticidecompendium.org/chloromebuform.html
chloromethiuron	http://www.bcpcpesticidecompendium.org/chloromethiuron.html
3-chloro-4-methylaniline	http://www.bcpcpesticidecompendium.org/3-chloro-4-methylaniline.html
chloroneb	http://www.bcpcpesticidecompendium.org/chloroneb.html
chlorophacinone	http://www.bcpcpesticidecompendium.org/chlorophacinone.html
chlorophos	http://www.bcpcpesticidecompendium.org/trichlorfon.html
chlorophthalim	http://www.bcpcpesticidecompendium.org/chlorphthalim.html
chloropicrin	http://www.bcpcpesticidecompendium.org/chloropicrin.html
chloropon	http://www.bcpcpesticidecompendium.org/chloropon.html
chloroprallethrin	http://www.bcpcpesticidecompendium.org/chloroprallethrin.html
chloropropylate	http://www.bcpcpesticidecompendium.org/chloropropylate.html
chlorothalonil	http://www.bcpcpesticidecompendium.org/chlorothalonil.html
chlorotoluron	http://www.bcpcpesticidecompendium.org/chlorotoluron.html
chloroxifenidim	http://www.bcpcpesticidecompendium.org/chloroxuron.html
chloroxuron	http://www.bcpcpesticidecompendium.org/chloroxuron.html
chloroxynil	http://www.bcpcpesticidecompendium.org/chloroxynil.html
chlorphonium	http://www.bcpcpesticidecompendium.org/chlorphonium.html
chlorphoxim	http://www.bcpcpesticidecompendium.org/chlorphoxim.html
chlorphthalim	http://www.bcpcpesticidecompendium.org/chlorphthalim.html
chlorprazophos	http://www.bcpcpesticidecompendium.org/chlorprazophos.html
chlorprocarb	http://www.bcpcpesticidecompendium.org/chlorprocarb.html
chlorpropham	http://www.bcpcpesticidecompendium.org/chlorpropham.html
chlorpyrifos	http://www.bcpcpesticidecompendium.org/chlorpyrifos.html
chlorpyrifos-methyl	http://www.bcpcpesticidecompendium.org/chlorpyrifos-methyl.html
chlorquinox	http://www.bcpcpesticidecompendium.org/chlorquinox.html
chlorsulfuron	http://www.bcpcpesticidecompendium.org/chlorsulfuron.html
chlorthal	http://www.bcpcpesticidecompendium.org/chlorthal.html
chlorthiamid	http://www.bcpcpesticidecompendium.org/chlorthiamid.html
chlorthiophos	http://www.bcpcpesticidecompendium.org/chlorthiophos.html
chlortoluron	http://www.bcpcpesticidecompendium.org/chlorotoluron.html
chlozolinate	http://www.bcpcpesticidecompendium.org/chlozolinate.html
chltosan	http://www.bcpcpesticidecompendium.org/chitosan.html
cholecalciferol	http://www.bcpcpesticidecompendium.org/cholecalciferol.html
choline chloride	http://www.bcpcpesticidecompendium.org/choline%20chloride.html
chromafenozide	http://www.bcpcpesticidecompendium.org/chromafenozide.html
cicloheximide	http://www.bcpcpesticidecompendium.org/cycloheximide.html
cimectacarb	http://www.bcpcpesticidecompendium.org/trinexapac.html
cimetacarb	http://www.bcpcpesticidecompendium.org/trinexapac.html
cinerin I	http://www.bcpcpesticidecompendium.org/cinerin%20i.html
cinerin II	http://www.bcpcpesticidecompendium.org/cinerin%20ii.html
cinflubrolin	http://www.bcpcpesticidecompendium.org/cinflubrolin.html
cinidon-ethyl	http://www.bcpcpesticidecompendium.org/cinidon-ethyl.html
cinmethylin	http://www.bcpcpesticidecompendium.org/cinmethylin.html
cinosulfuron	http://www.bcpcpesticidecompendium.org/cinosulfuron.html
cintofen	http://www.bcpcpesticidecompendium.org/sintofen.html
ciobutide	http://www.bcpcpesticidecompendium.org/ciobutide.html
cisanilide	http://www.bcpcpesticidecompendium.org/cisanilide.html
cismethrin	http://www.bcpcpesticidecompendium.org/cismethrin.html
clacyfos	http://www.bcpcpesticidecompendium.org/clacyfos.html
clefoxydim	http://www.bcpcpesticidecompendium.org/profoxydim.html
clenpirin	http://www.bcpcpesticidecompendium.org/clenpirin.html
clenpyrin	http://www.bcpcpesticidecompendium.org/clenpirin.html
clethodim	http://www.bcpcpesticidecompendium.org/clethodim.html
climbazole	http://www.bcpcpesticidecompendium.org/climbazole.html
cliodinate	http://www.bcpcpesticidecompendium.org/cliodinate.html
clodinafop	http://www.bcpcpesticidecompendium.org/clodinafop.html
cloethocarb	http://www.bcpcpesticidecompendium.org/cloethocarb.html
clofencet	http://www.bcpcpesticidecompendium.org/clofencet.html
clofenotane	http://www.bcpcpesticidecompendium.org/ddt.html
clofentezine	http://www.bcpcpesticidecompendium.org/clofentezine.html
clofenvinfos	http://www.bcpcpesticidecompendium.org/chlorfenvinphos.html
clofibric acid	http://www.bcpcpesticidecompendium.org/clofibric%20acid.html
clofop	http://www.bcpcpesticidecompendium.org/clofop.html
clomazone	http://www.bcpcpesticidecompendium.org/clomazone.html
clomeprop	http://www.bcpcpesticidecompendium.org/clomeprop.html
clonitralid	http://www.bcpcpesticidecompendium.org/niclosamide.html
clopidol	http://www.bcpcpesticidecompendium.org/clopidol.html
clopindol	http://www.bcpcpesticidecompendium.org/clopidol.html
cloprop	http://www.bcpcpesticidecompendium.org/cloprop.html
cloproxydim	http://www.bcpcpesticidecompendium.org/cloproxydim.html
clopyralid	http://www.bcpcpesticidecompendium.org/clopyralid.html
cloquintocet	http://www.bcpcpesticidecompendium.org/cloquintocet.html
cloransulam	http://www.bcpcpesticidecompendium.org/cloransulam.html
closantel	http://www.bcpcpesticidecompendium.org/closantel.html
clothianidin	http://www.bcpcpesticidecompendium.org/clothianidin.html
clotrimazole	http://www.bcpcpesticidecompendium.org/clotrimazole.html
cloxyfonac	http://www.bcpcpesticidecompendium.org/cloxyfonac.html
cloxylacon	http://www.bcpcpesticidecompendium.org/vangard.html
clozylacon	http://www.bcpcpesticidecompendium.org/vangard.html
CMA	http://www.bcpcpesticidecompendium.org/cma.html
CMMP	http://www.bcpcpesticidecompendium.org/pentanochlor.html
CMP	http://www.bcpcpesticidecompendium.org/phenkapton.html
CMU	http://www.bcpcpesticidecompendium.org/monuron.html
codlelure	http://www.bcpcpesticidecompendium.org/codlelure.html
colecalciferol	http://www.bcpcpesticidecompendium.org/cholecalciferol.html
colophonate	http://www.bcpcpesticidecompendium.org/colophonate.html
copper acetate	http://www.bcpcpesticidecompendium.org/copper%20acetate.html
copper acetoarsenite	http://www.bcpcpesticidecompendium.org/paris%20green.html
copper arsenate	http://www.bcpcpesticidecompendium.org/copper%20arsenate.html
copper carbonate, basic	http://www.bcpcpesticidecompendium.org/basic%20copper%20carbonate.html
copper hydroxide	http://www.bcpcpesticidecompendium.org/copper%20hydroxide.html
copper naphthenate	http://www.bcpcpesticidecompendium.org/copper%20naphthenate.html
copper oleate	http://www.bcpcpesticidecompendium.org/copper%20oleate.html
copper oxychloride	http://www.bcpcpesticidecompendium.org/copper%20oxychloride.html
copper 8-quinolinolate	http://www.bcpcpesticidecompendium.org/oxine-copper.html
copper silicate	http://www.bcpcpesticidecompendium.org/copper%20silicate.html
copper sulfate	http://www.bcpcpesticidecompendium.org/copper%20sulfate.html
copper sulfate, basic	http://www.bcpcpesticidecompendium.org/basic%20copper%20sulfate.html
copper zinc chromate	http://www.bcpcpesticidecompendium.org/copper%20zinc%20chromate.html
coumachlor	http://www.bcpcpesticidecompendium.org/coumachlor.html
coumafène	http://www.bcpcpesticidecompendium.org/warfarin.html
coumafos	http://www.bcpcpesticidecompendium.org/coumaphos.html
coumafuryl	http://www.bcpcpesticidecompendium.org/coumafuryl.html
coumaphos	http://www.bcpcpesticidecompendium.org/coumaphos.html
coumatetralyl	http://www.bcpcpesticidecompendium.org/coumatetralyl.html
coumethoxystrobin	http://www.bcpcpesticidecompendium.org/jiaxiangjunzhi.html
coumithoate	http://www.bcpcpesticidecompendium.org/coumithoate.html
coumoxystrobin	http://www.bcpcpesticidecompendium.org/coumoxystrobin.html
4-CPA	http://www.bcpcpesticidecompendium.org/4-cpa.html
4-CPB	http://www.bcpcpesticidecompendium.org/4-cpb.html
CPMC	http://www.bcpcpesticidecompendium.org/cpmc.html
CPMF	http://www.bcpcpesticidecompendium.org/cpmf.html
4-CPP	http://www.bcpcpesticidecompendium.org/4-cpp.html
CPPC	http://www.bcpcpesticidecompendium.org/cppc.html
credazine	http://www.bcpcpesticidecompendium.org/credazine.html
cresol	http://www.bcpcpesticidecompendium.org/cresol.html
cresylic acid	http://www.bcpcpesticidecompendium.org/cresol.html
crimidine	http://www.bcpcpesticidecompendium.org/crimidine.html
croconazole	http://www.bcpcpesticidecompendium.org/viniconazole.html
crotamiton	http://www.bcpcpesticidecompendium.org/crotamiton.html
crotoxyfos	http://www.bcpcpesticidecompendium.org/crotoxyphos.html
crotoxyphos	http://www.bcpcpesticidecompendium.org/crotoxyphos.html
crufomate	http://www.bcpcpesticidecompendium.org/crufomate.html
cryolite	http://www.bcpcpesticidecompendium.org/cryolite.html
cue-lure	http://www.bcpcpesticidecompendium.org/cue-lure.html
cufraneb	http://www.bcpcpesticidecompendium.org/cufraneb.html
cumyleron	http://www.bcpcpesticidecompendium.org/cumyluron.html
cumyluron	http://www.bcpcpesticidecompendium.org/cumyluron.html
cuprobam	http://www.bcpcpesticidecompendium.org/cuprobam.html
cuprous oxide	http://www.bcpcpesticidecompendium.org/cuprous%20oxide.html
curcumenol	http://www.bcpcpesticidecompendium.org/curcumenol.html
CVMP	http://www.bcpcpesticidecompendium.org/tetrachlorvinphos.html
cyanamide	http://www.bcpcpesticidecompendium.org/cyanamide.html
cyanatryn	http://www.bcpcpesticidecompendium.org/cyanatryn.html
cyanazine	http://www.bcpcpesticidecompendium.org/cyanazine.html
cyanofenphos	http://www.bcpcpesticidecompendium.org/cyanofenphos.html
cyanogen	http://www.bcpcpesticidecompendium.org/cyanogen.html
cyanophos	http://www.bcpcpesticidecompendium.org/cyanophos.html
cyanthoate	http://www.bcpcpesticidecompendium.org/cyanthoate.html
cyantraniliprole	http://www.bcpcpesticidecompendium.org/cyantraniliprole.html
cyanuric acid	http://www.bcpcpesticidecompendium.org/trihydroxytriazine.html
cyazofamid	http://www.bcpcpesticidecompendium.org/cyazofamid.html
cybenzoxasulfyl	http://www.bcpcpesticidecompendium.org/cybenzoxasulfyl.html
cybutryne	http://www.bcpcpesticidecompendium.org/cybutryne.html
cyclafuramid	http://www.bcpcpesticidecompendium.org/cyclafuramid.html
cyclanilide	http://www.bcpcpesticidecompendium.org/cyclanilide.html
cyclaniliprole	http://www.bcpcpesticidecompendium.org/cyclaniliprole.html
cyclethrin	http://www.bcpcpesticidecompendium.org/cyclethrin.html
cycloate	http://www.bcpcpesticidecompendium.org/cycloate.html
cyclobutrifluram	http://www.bcpcpesticidecompendium.org/cyclobutrifluram.html
cycloheximide	http://www.bcpcpesticidecompendium.org/cycloheximide.html
cycloprate	http://www.bcpcpesticidecompendium.org/cycloprate.html
cycloprothrin	http://www.bcpcpesticidecompendium.org/cycloprothrin.html
cyclopyranil	http://www.bcpcpesticidecompendium.org/cyclopyranil.html
cyclopyrimorate	http://www.bcpcpesticidecompendium.org/cyclopyrimorate.html
cyclosulfamuron	http://www.bcpcpesticidecompendium.org/cyclosulfamuron.html
cycloxaprid	http://www.bcpcpesticidecompendium.org/cycloxaprid.html
cycloxydim	http://www.bcpcpesticidecompendium.org/cycloxydim.html
cycluron	http://www.bcpcpesticidecompendium.org/cycluron.html
cyenopyrafen	http://www.bcpcpesticidecompendium.org/cyenopyrafen.html
cyetpyrafen	http://www.bcpcpesticidecompendium.org/cyetpyrafen.html
cyflufenamid	http://www.bcpcpesticidecompendium.org/cyflufenamid.html
cyflumetofen	http://www.bcpcpesticidecompendium.org/cyflumetofen.html
cyfluthrin	http://www.bcpcpesticidecompendium.org/cyfluthrin.html
beta-cyfluthrin	http://www.bcpcpesticidecompendium.org/beta-cyfluthrin.html
cyhalodiamide	http://www.bcpcpesticidecompendium.org/cyhalodiamide.html
cyhalofop	http://www.bcpcpesticidecompendium.org/cyhalofop.html
cyhalothrin	http://www.bcpcpesticidecompendium.org/cyhalothrin.html
gamma-cyhalothrin	http://www.bcpcpesticidecompendium.org/gamma-cyhalothrin.html
lambda-cyhalothrin	http://www.bcpcpesticidecompendium.org/lambda-cyhalothrin.html
cyhexatin	http://www.bcpcpesticidecompendium.org/cyhexatin.html
cymergan	http://www.bcpcpesticidecompendium.org/methylmercury%20dicyandiamide.html
cymiazole	http://www.bcpcpesticidecompendium.org/cymiazole.html
cymoxanil	http://www.bcpcpesticidecompendium.org/cymoxanil.html
cyometrinil	http://www.bcpcpesticidecompendium.org/cyometrinil.html
cypendazole	http://www.bcpcpesticidecompendium.org/cypendazole.html
cypermethrin	http://www.bcpcpesticidecompendium.org/cypermethrin.html
alpha-cypermethrin	http://www.bcpcpesticidecompendium.org/alpha-cypermethrin.html
beta-cypermethrin	http://www.bcpcpesticidecompendium.org/beta-cypermethrin.html
theta-cypermethrin	http://www.bcpcpesticidecompendium.org/theta-cypermethrin.html
zeta-cypermethrin	http://www.bcpcpesticidecompendium.org/zeta-cypermethrin.html
cyperquat	http://www.bcpcpesticidecompendium.org/cyperquat.html
cyphenothrin	http://www.bcpcpesticidecompendium.org/cyphenothrin.html
cyprazine	http://www.bcpcpesticidecompendium.org/cyprazine.html
cyprazole	http://www.bcpcpesticidecompendium.org/cyprazole.html
cyproconazole	http://www.bcpcpesticidecompendium.org/cyproconazole.html
cyprodinil	http://www.bcpcpesticidecompendium.org/cyprodinil.html
cyproflanilide	http://www.bcpcpesticidecompendium.org/cyproflanilide.html
cyprofuram	http://www.bcpcpesticidecompendium.org/cyprofuram.html
cypromid	http://www.bcpcpesticidecompendium.org/cypromid.html
cyprosulfamide	http://www.bcpcpesticidecompendium.org/cyprosulfamide.html
cypyrafluone	http://www.bcpcpesticidecompendium.org/cypyrafluone.html
cyromazine	http://www.bcpcpesticidecompendium.org/cyromazine.html
cythioate	http://www.bcpcpesticidecompendium.org/cythioate.html
cytrex	http://www.bcpcpesticidecompendium.org/dodine.html
1,3-D	http://www.bcpcpesticidecompendium.org/1,3-dichloropropene.html
2,4-D	http://www.bcpcpesticidecompendium.org/2,4-d.html
3,4-DA	http://www.bcpcpesticidecompendium.org/3,4-da.html
DA-6	http://www.bcpcpesticidecompendium.org/DA-6.html
daimuron	http://www.bcpcpesticidecompendium.org/daimuron.html
dalapon	http://www.bcpcpesticidecompendium.org/dalapon.html
daminozide	http://www.bcpcpesticidecompendium.org/daminozide.html
dayoutong	http://www.bcpcpesticidecompendium.org/dayoutong.html
dazomet	http://www.bcpcpesticidecompendium.org/dazomet.html
2,4-DB	http://www.bcpcpesticidecompendium.org/2,4-db.html
3,4-DB	http://www.bcpcpesticidecompendium.org/3,4-db.html
DBCP	http://www.bcpcpesticidecompendium.org/dbcp.html
_d_-camphor	http://www.bcpcpesticidecompendium.org/d-camphor.html
DCB	http://www.bcpcpesticidecompendium.org/o-dichlorobenzene.html
DCD	http://www.bcpcpesticidecompendium.org/dcd.html
DCIP	http://www.bcpcpesticidecompendium.org/dcip.html
DCPA	http://www.bcpcpesticidecompendium.org/chlorthal.html
DCPA	http://www.bcpcpesticidecompendium.org/propanil.html
DCPTA	http://www.bcpcpesticidecompendium.org/dcpta.html
DCU	http://www.bcpcpesticidecompendium.org/dichloralurea.html
DDD	http://www.bcpcpesticidecompendium.org/tde.html
DDPP	http://www.bcpcpesticidecompendium.org/pyridinitril.html
DDT	http://www.bcpcpesticidecompendium.org/ddt.html
pp′-DDT	http://www.bcpcpesticidecompendium.org/pp-ddt.html
DDVP	http://www.bcpcpesticidecompendium.org/dichlorvos.html
2,4-DEB	http://www.bcpcpesticidecompendium.org/2,4-deb.html
debacarb	http://www.bcpcpesticidecompendium.org/debacarb.html
decafentin	http://www.bcpcpesticidecompendium.org/decafentin.html
decamethrin	http://www.bcpcpesticidecompendium.org/deltamethrin.html
decarbofuran	http://www.bcpcpesticidecompendium.org/decarbofuran.html
deet	http://www.bcpcpesticidecompendium.org/diethyltoluamide.html
dehydroacetic acid	http://www.bcpcpesticidecompendium.org/dehydroacetic%20acid.html
deiquat	http://www.bcpcpesticidecompendium.org/diquat.html
delachlor	http://www.bcpcpesticidecompendium.org/delachlor.html
delnav	http://www.bcpcpesticidecompendium.org/dioxathion.html
deltamethrin	http://www.bcpcpesticidecompendium.org/deltamethrin.html
demephion	http://www.bcpcpesticidecompendium.org/demephion.html
demephion-O	http://www.bcpcpesticidecompendium.org/demephion-o.html
demephion-S	http://www.bcpcpesticidecompendium.org/demephion-s.html
demeton	http://www.bcpcpesticidecompendium.org/demeton.html
demeton-methyl	http://www.bcpcpesticidecompendium.org/demeton-methyl.html
demeton-O	http://www.bcpcpesticidecompendium.org/demeton-o.html
demeton-O-methyl	http://www.bcpcpesticidecompendium.org/demeton-o-methyl.html
demeton-S	http://www.bcpcpesticidecompendium.org/demeton-s.html
demeton-S-methyl	http://www.bcpcpesticidecompendium.org/demeton-s-methyl.html
demeton-S-methylsulphon	http://www.bcpcpesticidecompendium.org/demeton-s-methylsulphon.html
demeton-S-methyl sulphone	http://www.bcpcpesticidecompendium.org/demeton-s-methylsulphon.html
DEP	http://www.bcpcpesticidecompendium.org/trichlorfon.html
2,4-DEP	http://www.bcpcpesticidecompendium.org/2,4-dep.html
depalléthrine	http://www.bcpcpesticidecompendium.org/bioallethrin.html
derris	http://www.bcpcpesticidecompendium.org/rotenone.html
2,4-DES	http://www.bcpcpesticidecompendium.org/disul.html
desmedipham	http://www.bcpcpesticidecompendium.org/desmedipham.html
desmetryn	http://www.bcpcpesticidecompendium.org/desmetryn.html
desmetryne	http://www.bcpcpesticidecompendium.org/desmetryn.html
_d_-fanshiluquebingjuzhi	http://www.bcpcpesticidecompendium.org/d-fanshiluquebingjuzhi.html
DFDT	http://www.bcpcpesticidecompendium.org/dfdt.html
diafenthiuron	http://www.bcpcpesticidecompendium.org/diafenthiuron.html
dialifor	http://www.bcpcpesticidecompendium.org/dialifos.html
dialifos	http://www.bcpcpesticidecompendium.org/dialifos.html
di-allate	http://www.bcpcpesticidecompendium.org/di-allate.html
diallate	http://www.bcpcpesticidecompendium.org/di-allate.html
diamidafos	http://www.bcpcpesticidecompendium.org/diamidafos.html
diamfenetide	http://www.bcpcpesticidecompendium.org/diamfenetide.html
diamphenethide	http://www.bcpcpesticidecompendium.org/diamfenetide.html
dianat	http://www.bcpcpesticidecompendium.org/dicamba.html
diatomaceous earth	http://www.bcpcpesticidecompendium.org/diatomaceous%20earth.html "diatomaceous earth"
diatomite	http://www.bcpcpesticidecompendium.org/diatomaceous%20earth.html
diazinon	http://www.bcpcpesticidecompendium.org/diazinon.html
dibrom	http://www.bcpcpesticidecompendium.org/naled.html
1,2-dibromoethane	http://www.bcpcpesticidecompendium.org/ethylene%20dibromide.html
dibutyl phthalate	http://www.bcpcpesticidecompendium.org/dibutyl%20phthalate.html
dibutyl succinate	http://www.bcpcpesticidecompendium.org/dibutyl%20succinate.html
dicamba	http://www.bcpcpesticidecompendium.org/dicamba.html
dicapthon	http://www.bcpcpesticidecompendium.org/dicapthon.html
dicarbasulf	http://www.bcpcpesticidecompendium.org/thiodicarb.html
dicarbosulf	http://www.bcpcpesticidecompendium.org/thiodicarb.html
dichlobenil	http://www.bcpcpesticidecompendium.org/dichlobenil.html
dichlobentiazox	http://www.bcpcpesticidecompendium.org/dichlobentiazox.html
dichlobenz-methyl	http://www.bcpcpesticidecompendium.org/dichlobenz-methyl.html
dichlofenthion	http://www.bcpcpesticidecompendium.org/dichlofenthion.html
dichlofluanid	http://www.bcpcpesticidecompendium.org/dichlofluanid.html
dichlone	http://www.bcpcpesticidecompendium.org/dichlone.html
dichloralurea	http://www.bcpcpesticidecompendium.org/dichloralurea.html
dichlorbenzuron	http://www.bcpcpesticidecompendium.org/dichlorbenzuron.html
dichlorfenidim	http://www.bcpcpesticidecompendium.org/diuron.html
dichlorflurecol	http://www.bcpcpesticidecompendium.org/dichlorflurenol.html
dichlorflurenol	http://www.bcpcpesticidecompendium.org/dichlorflurenol.html
dichlormate	http://www.bcpcpesticidecompendium.org/dichlormate.html
dichlormid	http://www.bcpcpesticidecompendium.org/dichlormid.html
_o_-dichlorobenzene	http://www.bcpcpesticidecompendium.org/o-dichlorobenzene.html
_ortho_-dichlorobenzene	http://www.bcpcpesticidecompendium.org/o-dichlorobenzene.html
_p_-dichlorobenzene	http://www.bcpcpesticidecompendium.org/p-dichlorobenzene.html
_para_-dichlorobenzene	http://www.bcpcpesticidecompendium.org/p-dichlorobenzene.html
2,5-dichlorobenzoic acid	http://www.bcpcpesticidecompendium.org/2,5-dichlorobenzoic%20acid.html
1,2-dichloroethane	http://www.bcpcpesticidecompendium.org/ethylene%20dichloride.html
dichloromethane	http://www.bcpcpesticidecompendium.org/methylene%20chloride.html
dichlorophen	http://www.bcpcpesticidecompendium.org/dichlorophen.html
1,2-dichloropropane	http://www.bcpcpesticidecompendium.org/1,2-dichloropropane.html
1,3-dichloropropene	http://www.bcpcpesticidecompendium.org/1,3-dichloropropene.html
dichlorprop	http://www.bcpcpesticidecompendium.org/dichlorprop.html
dichlorprop-P	http://www.bcpcpesticidecompendium.org/dichlorprop-p.html
dichlorvos	http://www.bcpcpesticidecompendium.org/dichlorvos.html
dichlozolin	http://www.bcpcpesticidecompendium.org/dichlozoline.html
dichlozoline	http://www.bcpcpesticidecompendium.org/dichlozoline.html
diclobutrazol	http://www.bcpcpesticidecompendium.org/diclobutrazol.html
diclocymet	http://www.bcpcpesticidecompendium.org/diclocymet.html
diclofop	http://www.bcpcpesticidecompendium.org/diclofop.html
diclomezine	http://www.bcpcpesticidecompendium.org/diclomezine.html
dicloran	http://www.bcpcpesticidecompendium.org/dicloran.html
dicloromezotiaz	http://www.bcpcpesticidecompendium.org/dicloromezotiaz.html
diclosulam	http://www.bcpcpesticidecompendium.org/diclosulam.html
dicofol	http://www.bcpcpesticidecompendium.org/dicofol.html
dicophane	http://www.bcpcpesticidecompendium.org/ddt.html
dicoumarol	http://www.bcpcpesticidecompendium.org/dicoumarol.html
dicresyl	http://www.bcpcpesticidecompendium.org/dicresyl.html
dicrotophos	http://www.bcpcpesticidecompendium.org/dicrotophos.html
dicryl	http://www.bcpcpesticidecompendium.org/chloranocryl.html
dicumarol	http://www.bcpcpesticidecompendium.org/dicoumarol.html
dicyclanil	http://www.bcpcpesticidecompendium.org/dicyclanil.html
dicyclonon	http://www.bcpcpesticidecompendium.org/dicyclonon.html
dieldrin	http://www.bcpcpesticidecompendium.org/dieldrin.html
dienochlor	http://www.bcpcpesticidecompendium.org/dienochlor.html
diethamquat	http://www.bcpcpesticidecompendium.org/diethamquat.html
diethatyl	http://www.bcpcpesticidecompendium.org/diethatyl.html
diethion	http://www.bcpcpesticidecompendium.org/ethion.html
diéthion	http://www.bcpcpesticidecompendium.org/ethion.html
diethofencarb	http://www.bcpcpesticidecompendium.org/diethofencarb.html
dietholate	http://www.bcpcpesticidecompendium.org/dietholate.html
diéthon	http://www.bcpcpesticidecompendium.org/ethion.html
diethyl pyrocarbonate	http://www.bcpcpesticidecompendium.org/diethyl%20pyrocarbonate.html
diethyltoluamide	http://www.bcpcpesticidecompendium.org/diethyltoluamide.html
difenacoum	http://www.bcpcpesticidecompendium.org/difenacoum.html
difenoconazole	http://www.bcpcpesticidecompendium.org/difenoconazole.html
difenopenten	http://www.bcpcpesticidecompendium.org/difenopenten.html
difenoxuron	http://www.bcpcpesticidecompendium.org/difenoxuron.html
difenzoquat	http://www.bcpcpesticidecompendium.org/difenzoquat.html
difethialone	http://www.bcpcpesticidecompendium.org/difethialone.html
diflovidazin	http://www.bcpcpesticidecompendium.org/diflovidazin.html
diflubenzuron	http://www.bcpcpesticidecompendium.org/diflubenzuron.html
diflufenican	http://www.bcpcpesticidecompendium.org/diflufenican.html
diflufenicanil	http://www.bcpcpesticidecompendium.org/diflufenican.html
diflufenzopyr	http://www.bcpcpesticidecompendium.org/diflufenzopyr.html
diflumetorim	http://www.bcpcpesticidecompendium.org/diflumetorim.html
22,23-dihydrostigmasterol	http://www.bcpcpesticidecompendium.org/b-sitosterol.html
dikegulac	http://www.bcpcpesticidecompendium.org/dikegulac.html
dilor	http://www.bcpcpesticidecompendium.org/dilor.html
dimatif	http://www.bcpcpesticidecompendium.org/dimatif.html
dimefluazole	http://www.bcpcpesticidecompendium.org/dimefluazole.html
dimefluthrin	http://www.bcpcpesticidecompendium.org/dimefluthrin.html
dimefox	http://www.bcpcpesticidecompendium.org/dimefox.html
dimefuron	http://www.bcpcpesticidecompendium.org/dimefuron.html
dimehypo	http://www.bcpcpesticidecompendium.org/derivatives/thiosultap-disodium.html
dimenoxypyrin	http://www.bcpcpesticidecompendium.org/xyloxadine.html
dimepiperate	http://www.bcpcpesticidecompendium.org/dimepiperate.html
dimepyrolimet	http://www.bcpcpesticidecompendium.org/dimepyrolimet.html
dimesulfazet	http://www.bcpcpesticidecompendium.org/dimesulfazet.html
dimetachlone	http://www.bcpcpesticidecompendium.org/dimetachlone.html
dimetan	http://www.bcpcpesticidecompendium.org/dimetan.html
dimethacarb	http://www.bcpcpesticidecompendium.org/dimethacarb.html
dimethachlone	http://www.bcpcpesticidecompendium.org/dimetachlone.html
dimethachlor	http://www.bcpcpesticidecompendium.org/dimethachlor.html
dimethametryn	http://www.bcpcpesticidecompendium.org/dimethametryn.html
dimethenamid	http://www.bcpcpesticidecompendium.org/dimethenamid.html
dimethenamid-P	http://www.bcpcpesticidecompendium.org/dimethenamid-p.html
dimethipin	http://www.bcpcpesticidecompendium.org/dimethipin.html
dimethirimol	http://www.bcpcpesticidecompendium.org/dimethirimol.html
dimethoate	http://www.bcpcpesticidecompendium.org/dimethoate.html
dimethomorph	http://www.bcpcpesticidecompendium.org/dimethomorph.html
dimethrin	http://www.bcpcpesticidecompendium.org/dimethrin.html
dimethyl carbate	http://www.bcpcpesticidecompendium.org/dimethyl%20carbate.html
dimethyl disulfide	http://www.bcpcpesticidecompendium.org/dimethyl%20disulfide.html
dimethyl phthalate	http://www.bcpcpesticidecompendium.org/dimethyl%20phthalate.html
dimethylvinphos	http://www.bcpcpesticidecompendium.org/dimethylvinphos.html
dimetilan	http://www.bcpcpesticidecompendium.org/dimetilan.html
